,wc
1312,0.00024775788
1313,8.278992e-05
1314,0.00013374258
1315,0.00017388351
1316,0.0001827078
1317,0.0002782205
1318,9.848643e-05
1319,6.430317e-05
1320,0.00016462058
1321,8.290261e-05
1322,0.00022639614
1323,6.8914145e-05
1324,0.00019236468
1325,0.00013075303
1326,0.00016853586
1327,0.00032090675
1328,0.000111235306
1329,6.554555e-05
1330,0.000229517
1331,0.00025054067
1332,8.140877e-05
1333,8.42195e-05
1334,0.00020778272
1335,0.0002027424
1336,9.523798e-05
1337,0.0001763925
1338,0.00022856612
1339,0.00015558209
1340,0.00012196135
1341,0.0001345519
1342,0.000111657195
1343,0.00020028185
1344,0.00012696814
1345,0.00015692133
1346,0.00022809487
1347,0.00018732622
1348,0.0001417445
1349,8.068327e-05
1350,0.0002282504
1351,0.00012660213
1352,0.00024813414
1353,0.00012606662
1354,0.00013740081
1355,0.00013221055
1356,0.00013811141
1357,0.00026395638
1358,0.00014870707
1359,9.159371e-05
1360,0.00013378635
1361,0.00017316733
1362,0.00016539637
1363,6.702356e-05
1364,0.00011778064
1365,0.0001630215
1366,0.00015492924
1367,0.00012961589
1368,0.00013454445
1369,0.000107283704
1370,9.738002e-05
1371,0.00015127473
1372,0.00011874642
1373,0.00013891328
1374,0.000139907
1375,0.00014850404
1376,0.0001600096
1377,0.00018538069
1378,7.6864846e-05
1379,6.6547655e-05
1380,0.00013409182
1381,0.00014883932
1382,0.00012884941
1383,9.1517344e-05
1384,4.2804517e-05
1385,0.00017363392
1386,0.00017655175
1387,0.00012727361
1388,0.00013357121
1389,0.00012888853
1390,0.00012681447
1391,0.00016654935
1392,7.76276e-05
1393,0.00013996009
1394,7.8743324e-05
1395,0.00023803301
1396,0.00012103096
1397,0.00011004694
1398,0.00010391325
1399,0.0001352271
1400,0.00015635788
1401,8.105673e-05
1402,4.927069e-05
1403,0.00017188396
1404,0.00011757761
1405,0.00027181674
1406,0.00019539148
1407,6.609969e-05
1408,0.0001329435
1409,9.227544e-05
1410,0.00017479155
1411,0.00017867796
1412,0.000108037144
1413,0.00013613701
1414,0.000107755885
1415,0.00012774207
1416,6.5119006e-05
1417,0.00011645537
1418,0.00018293038
1419,0.00012447778
1420,0.00013342593
1421,0.00016110949
1422,3.9720908e-05
1423,6.387103e-05
1424,0.00015305355
1425,0.00011073612
1426,0.00025432557
1427,9.3214214e-05
1428,0.00019010901
1429,6.612297e-05
1430,0.00013701152
1431,3.982708e-05
1432,0.00010074582
1433,0.00016887207
1434,6.4879656e-05
1435,0.00012615696
1436,0.00019848533
1437,0.00010476541
1438,6.9499016e-05
1439,5.596783e-05
1440,0.00013579614
1441,9.651389e-05
1442,7.462688e-05
1443,0.00015907083
1444,0.00012863707
1445,8.9279376e-05
1446,0.00016100612
1447,9.862799e-05
1448,0.00011084229
1449,8.208025e-05
1450,0.0001248233
1451,0.00010463875
1452,0.00010819174
1453,9.2862174e-05
1454,0.00012701098
1455,9.038858e-05
1456,0.00013950188
1457,9.945035e-05
1458,8.889288e-05
1459,8.4632076e-05
1460,0.00010018144
1461,9.0948306e-05
1462,7.953588e-05
1463,0.00013543479
1464,0.00013224408
1465,0.00017878693
1466,0.00011865795
1467,7.150043e-05
1468,0.00010815356
1469,0.000114790164
1470,7.6977536e-05
1471,0.000121086836
1472,9.9954195e-05
1473,0.00016896985
1474,0.000107347034
1475,8.866843e-05
1476,5.0097704e-05
1477,0.00017126091
1478,8.880813e-05
1479,6.7329034e-05
1480,0.00011649914
1481,9.673182e-05
1482,0.00015367288
1483,5.9370883e-05
1484,6.727595e-05
1485,0.00010287296
1486,0.00011463277
1487,9.472389e-05
1488,5.8971345e-05
1489,7.998198e-05
1490,0.00017734617
1491,7.847138e-05
1492,8.911453e-05
1493,8.1342645e-05
1494,7.8047626e-05
1495,9.197276e-05
1496,0.00023166742
1497,7.576682e-05
1498,4.5542605e-05
1499,4.2819418e-05
1500,8.755643e-05
1501,6.9680624e-05
1502,0.000172019
1503,4.9497932e-05
1504,0.00012711063
1505,8.735806e-05
1506,0.00012614578
1507,0.00010135025
1508,8.1997365e-05
1509,9.617023e-05
1510,0.000117136165
1511,9.258464e-05
1512,6.24191e-05
1513,9.61693e-05
1514,7.538032e-05
1515,0.00010799337
1516,0.00014680997
1517,8.202717e-05
1518,6.0810708e-05
1519,0.000112205744
1520,7.831305e-05
1521,5.6287274e-05
1522,7.507112e-05
1523,0.00011828262
1524,0.00013694167
1525,5.165022e-05
1526,0.00015870202
1527,9.7439624e-05
1528,6.854534e-05
1529,6.931182e-05
1530,8.97469e-05
1531,0.000115741976
1532,9.419862e-05
1533,0.00012727547
1534,6.6231005e-05
1535,0.00010732468
1536,9.075645e-05
1537,0.000104157254
1538,0.000105720945
1539,8.5504726e-05
1540,8.750055e-05
1541,0.000114756636
1542,0.00010067038
1543,3.0753203e-05
1544,5.080737e-05
1545,9.8686665e-05
1546,0.00012569502
1547,7.66078e-05
1548,9.6101314e-05
1549,5.4448843e-05
1550,5.6262128e-05
1551,0.000117706135
1552,7.982552e-05
1553,4.8103742e-05
1554,7.818453e-05
1555,0.00010468159
